state,description,crime_rate,weather_risk,terrain_difficulty,tourist_density,time_of_day,risk_score
Madhya Pradesh,desert safari,0.16497092341136366,0.3487099304619742,0.775376855486091,0.8786216270249317,0,41.83751362129186
Rajasthan,remote village visit,0.6447295882111487,0.44772426158870693,0.5014389819211358,0.9110615435103175,0,52.1815841691837
Sikkim,city tourism,0.6528730039856473,0.945546828316255,0.14322611441571675,0.0920271127977299,1,57.72578481584601
West Bengal,remote village visit,0.7896330812506234,0.6877059114915086,0.45053020971144575,0.37955787655348205,0,55.94047423312738
Chhattisgarh,trekking route,0.5370833775861746,0.5486724336318581,0.46643915095509625,0.2858219885383404,1,54.3485108276425
Nagaland,forest trail,0.06012653717461314,0.8755173347257658,0.355602995093529,0.2679740757572483,0,35.26154511829325
West Bengal,night travel,0.8052731331085365,0.8027742729894543,0.296202531790427,0.9890997857173944,1,71.52361196992706
Goa,night travel,0.17909405933123246,0.8851230350104977,0.7220010746722637,0.7429081446197954,0,52.98000596820397
Arunachal Pradesh,trekking route,0.337383901104237,0.48888549079594334,0.7525742344557441,0.07667110725918369,1,51.924721237011134
Punjab,night travel,0.17158317670683398,0.29043863780037726,0.3117140135209129,0.6855348878620471,0,27.056660462857746
Mizoram,night travel,0.4245024884962133,0.5425744505995533,0.9540584209480262,0.25466618558671417,1,62.69755829944303
Arunachal Pradesh,trekking route,0.09810935473012417,0.8326440494779422,0.7154651944625792,0.232015498835333,0,43.96616672877009
Bihar,remote village visit,0.46502703925279254,0.3543181927974983,0.677312776905343,0.9757743974662345,1,59.49932939481715
Goa,remote village visit,0.537158066357407,0.23766020442244606,0.48205575216759666,0.15037667639453312,0,35.61140766941861
Rajasthan,trekking route,0.5077592991209057,0.533683038725562,0.5232575352767467,0.17476292531599702,0,43.403922576844856
Mizoram,city tourism,0.3537603026913897,0.5523034801420326,0.004124751404070537,0.8242919074400906,0,32.76643394379518
Meghalaya,remote village visit,0.1923851951937905,0.7226939555110736,0.9873522732297806,0.7661537009221727,1,66.1842485835568
Telangana,trekking route,0.22711236876941454,0.8609451953229,0.13379011620207992,0.4713092682161245,1,46.39484653336818
Rajasthan,night travel,0.17137468596647576,0.027549218812218834,0.45531998746864155,0.6202205083482775,0,23.415175819498558
Arunachal Pradesh,forest trail,0.5160672764964778,0.9875349843670909,0.7794839919335976,0.28606397564188724,1,72.51813245883042
Bihar,desert safari,0.5585037470392769,0.980319522224523,0.8678443867593074,0.4877384748805792,1,77.83659488457987
Himachal Pradesh,night travel,0.7609417863229535,0.14649668089808288,0.3203365912741638,0.9573559222909754,1,54.072644616904526
Rajasthan,mountain hiking,0.7218577451190161,0.638824529974144,0.17376476155251297,0.9444662759751286,0,51.41512740148819
Assam,trekking route,0.9648074297456086,0.8387057705901545,0.7996692759011043,0.8885219600175897,1,88.78881865482563
Jharkhand,mountain hiking,0.7654081500126276,0.8879087972546661,0.5518159041413166,0.032133247790074315,0,59.276694513179145
Arunachal Pradesh,trekking route,0.18422549645654196,0.9490379124039965,0.019883284705442983,0.7742849931700797,1,47.49264475313304
Bihar,desert safari,0.3106828893163305,0.6664639826781602,0.07012063507993105,0.7876042194401345,0,35.61114431784354
Sikkim,mountain hiking,0.6777813024665473,0.4019393075882337,0.1991888193620741,0.7535148215463245,0,42.896790463217364
Nagaland,remote village visit,0.4662574625651318,0.6044951534488681,0.5698652167482623,0.8915017775228105,1,62.26175090711031
Jharkhand,trekking route,0.09459547306542682,0.861438676431247,0.11797784565082403,0.320446830757685,0,30.527745551591433
Uttar Pradesh,temple visit,0.6707855887530874,0.30474935355572796,0.17838454010432991,0.3091830984640239,0,35.29374598873431
Karnataka,city tourism,0.6950085357546283,0.5937551490296981,0.630479544725158,0.029090009995629718,1,61.74702351646655
Uttarakhand,trekking route,0.28241925026858394,0.023898366433727558,0.43229581350909996,0.8931937886434362,1,38.809369893062566
Nagaland,desert safari,0.002534891057834221,0.4549267319782291,0.2720347774393903,0.20239432927332857,0,20.274027759908797
Maharashtra,night travel,0.6441443073852829,0.8660053576485041,0.6500357715703243,0.5031445203902102,1,72.2568026559313
Chhattisgarh,desert safari,0.25072160959041734,0.1892149490464733,0.1670585030502184,0.11265089760475322,0,17.554993566177345
Goa,city tourism,0.8586062465530818,0.576643881263961,0.9571905558472216,0.4188071629919736,0,68.29211995429176
Andhra Pradesh,trekking route,0.8173108126248211,0.6140013806547348,0.25305749740505323,0.6208329897251074,0,52.40412622749041
Odisha,remote village visit,0.9488578785938029,0.3964057661294258,0.9415560915715336,0.4286619955666464,1,76.20140275600454
Uttarakhand,city tourism,0.18711088114887797,0.014461800641957678,0.9080169426148097,0.43532396661009276,1,43.02853468198645
Madhya Pradesh,forest trail,0.8958104589396749,0.18725609629097906,0.023852575229607265,0.9516152965434542,1,51.66818352163945
Telangana,mountain hiking,0.2913291257330437,0.6948559657630738,0.9749979698646919,0.7892244978339277,0,58.378467141024736
Odisha,mountain hiking,0.152398544946452,0.27449505120344286,0.11069831333561175,0.7531477005451127,1,31.733267467321053
Kerala,temple visit,0.2925770362554865,0.6341693550473951,0.08945921532133982,0.618787978931694,0,33.055905136199904
Telangana,temple visit,0.9976822482816758,0.7788362816109867,0.2964461751028562,0.8154003013314268,0,64.96653187961061
Mizoram,night travel,0.39641246064363067,0.6053562813181947,0.5281962438584403,0.5460072356339656,1,55.691259305064456
Haryana,city tourism,0.6789061364872061,0.20545290848091113,0.0672403755674773,0.8987589443897659,1,46.172105639723554
Mizoram,night travel,0.8392535993203659,0.3058860210883009,0.4569109616827399,0.8341179233509427,1,62.58871178239642
Andhra Pradesh,remote village visit,0.38885324014645306,0.5038597802222017,0.521288787839369,0.13527999474367725,1,48.64711135336963
Tripura,mountain hiking,0.9420443753364107,0.8388132419536851,0.7388760328533996,0.9603570084462112,1,87.30713321473154
Rajasthan,remote village visit,0.2528323528138148,0.556720186132522,0.19972780486733677,0.15891645631209517,0,28.085334922531864
Bihar,forest trail,0.10581052331067442,0.6292975391389499,0.941771585182037,0.35181637194122983,0,45.9692075267572
Madhya Pradesh,trekking route,0.8946328801229259,0.2588968353092205,0.4549133966035085,0.12376142240511889,1,55.92185642555718
Bihar,trekking route,0.23020072076954756,0.2141592066495125,0.6482806739944016,0.0980198966826692,0,29.44721760601097
Tripura,remote village visit,0.00807201878141095,0.4095366562130698,0.07257097852533556,0.823854970414177,1,30.533401136044233
Rajasthan,city tourism,0.1903888887255507,0.9174163142787778,0.5409863119680203,0.49256659969831273,0,47.0973983149196
Haryana,desert safari,0.9577643462497644,0.9348626133981117,0.8944467603091948,0.8039232662177795,1,92.50489739235339
Uttar Pradesh,remote village visit,0.8196735656249755,0.6765146204958936,0.5833352501337012,0.3311109931245563,0,59.397563665734694
Punjab,night travel,0.25734025193883503,0.9707825188184166,0.9351214142496989,0.622346733325816,0,61.59127321812609
Tamil Nadu,trekking route,0.20323769474148012,0.12143683861544674,0.26313446420255804,0.3634635398895175,1,29.346048811589696
Haryana,mountain hiking,0.9802625406401345,0.8721827172686027,0.46727038103092444,0.44632463892500385,0,67.35745006594226
Tamil Nadu,remote village visit,0.9270899485835118,0.12625921150778052,0.18117792709445235,0.010855190219694277,0,35.60717882475812
Karnataka,night travel,0.7857532142942609,0.09914827696867734,0.8984592949571867,0.6660189983719043,0,55.17297571069347
Himachal Pradesh,temple visit,0.22519852157470577,0.5070955940358784,0.874687256057654,0.8598604315527713,0,49.89913121510719
Jharkhand,mountain hiking,0.7667262084805666,0.280135662707656,0.5894055857832794,0.6325955899392726,1,61.06627336608311
Punjab,forest trail,0.26749030553665576,0.022134477039641443,0.5889669453854165,0.9861694436290419,1,43.16393916301654
Odisha,temple visit,0.8551707035920895,0.28446289405241554,0.9307995554024062,0.6829470535797377,1,72.86615287993061
Kerala,forest trail,0.52257476848891,0.5132873908656151,0.2067095776948349,0.5618667563463831,1,49.29583483214238
West Bengal,night travel,0.15776169437416232,0.9267882035337959,0.736121287736372,0.474536405997684,1,61.0509521729559
Chhattisgarh,remote village visit,0.7358670040369412,0.626468015843428,0.0696644027092439,0.1790035944701006,1,51.26935652962604
Tamil Nadu,forest trail,0.9648633490355104,0.3104181825620126,0.9393921447354349,0.34765373590282955,0,63.6676960125298
West Bengal,temple visit,0.33789839249160647,0.5860754995768513,0.979612449643986,0.41023350863044594,1,63.381485591573586
Andhra Pradesh,mountain hiking,0.04772202844622209,0.7213409892380502,0.27448595269661924,0.5077853137446853,1,41.405187539200256
Uttarakhand,temple visit,0.03429143721600758,0.20990033777720185,0.2751996699622944,0.9071665658494547,0,22.22790896846218
Tripura,city tourism,0.2985537095213884,0.5128274709557193,0.5190895217075273,0.30072108035750933,1,47.761746905797914
Maharashtra,remote village visit,0.06240476158162023,0.6514670882164164,0.50402001782558,0.43746489837826974,1,45.133969482281216
Haryana,forest trail,0.33591737399015187,0.1411009901002781,0.4730676069401417,0.3397659681674907,0,28.829395827389956
Andhra Pradesh,desert safari,0.9797491484706935,0.19554185544044844,0.05571731447819828,0.24358049595996523,1,48.10975866168662
Karnataka,desert safari,0.3020509233706028,0.5568150506913749,0.8569001821211939,0.41783940381401796,1,58.582802559572485
Odisha,trekking route,0.5534498810127366,0.7866866102165,0.9045211023573855,0.5062894366512255,0,63.94658361124148
Tamil Nadu,mountain hiking,0.9013031139374965,0.1283113156016743,0.3472241370118486,0.09677471527971637,1,49.89522688626014
Mizoram,city tourism,0.12736576126809462,0.2590261306779529,0.9918012166831542,0.3454717906797884,0,38.5463744288684
Maharashtra,mountain hiking,0.17317537744761569,0.4163472052275856,0.014862548083578231,0.679528113319526,0,22.770786289402828
Rajasthan,temple visit,0.8798132518621672,0.8995365155904522,0.36085117355065444,0.378972819372941,1,71.6938179781221
Tamil Nadu,night travel,0.13905073001270307,0.5236955095999282,0.3666824813823609,0.33167196156646095,1,39.74769129060293
Kerala,trekking route,0.884060492537883,0.7989155908259252,0.8024734977643511,0.095423930604289,1,77.51078129693629
Goa,night travel,0.4039716084565721,0.13485821863646474,0.7775077180600772,0.16790011222510048,0,36.60729779336172
Goa,temple visit,0.4529220922228506,0.7482866737729628,0.7261557669167725,0.5407634602500654,1,65.85635838642955
Tamil Nadu,forest trail,0.5841255410968758,0.06680347841682088,0.8924099983108135,0.30983482136445595,1,54.6024513647417
Andhra Pradesh,trekking route,0.12389392834205448,0.23827302185078136,0.8756536679204987,0.5179898447182649,1,46.74488354172629
Rajasthan,temple visit,0.9834478744522608,0.47130448867798536,0.14944224066636314,0.8040853491282904,0,53.062957958459435
Manipur,trekking route,0.5982126339536931,0.30691651670324527,0.3120537639826273,0.1511821740509105,1,44.93245777626671
Haryana,remote village visit,0.8125661345761727,0.4650043277624516,0.23628637503646643,0.8439252399068273,1,60.3485040063264
Jharkhand,mountain hiking,0.4045416217555815,0.3389211774519626,0.3991243821371202,0.1015321976681276,1,41.602709619075796
Kerala,remote village visit,0.863808912126865,0.5852725082684824,0.989040683622982,0.696502300606242,0,72.23712016715498
Tamil Nadu,forest trail,0.4033266915420973,0.35777257957753505,0.17098250799826986,0.1348717500895844,0,26.66739543655389
Kerala,night travel,0.3579648555624475,0.7694852203694422,0.32080661222871343,0.18091375179179126,1,49.80537899974522
Karnataka,trekking route,0.1632549228279233,0.7413906728274031,0.7711111882715398,0.36437462095017426,0,46.353940421813014
Kerala,city tourism,0.2252416870365842,0.6621428155634629,0.6986543237819203,0.9408789113568272,1,60.18596820830038
Haryana,remote village visit,0.5625840561806056,0.005088066069519281,0.02151729585121942,0.22772566466872846,0,19.819912380123917
Uttarakhand,forest trail,0.050366437514060114,0.1866616764241461,0.18136314840407597,0.8866946110041881,1,29.578559856169235
Goa,remote village visit,0.4364892195342295,0.47547418230258287,0.8651604372946017,0.7857977776831925,0,54.46851985278842
Tripura,trekking route,0.8284142283459639,0.24579464597269207,0.03727234877894914,0.512581732144519,0,37.05491904061514
Mizoram,trekking route,0.4163366768074579,0.3812047789671509,0.6148917534587367,0.5725025294781381,0,43.11753890965231
Andhra Pradesh,remote village visit,0.5530774985659698,0.9628150106223221,0.4465525437414183,0.25548068648584266,1,64.38132068093103
Maharashtra,temple visit,0.4378778359340797,0.9412849509556503,0.8863055465774204,0.33737664237936826,0,62.19986394014284
Tamil Nadu,temple visit,0.8634058610953487,0.4475713581648709,0.366934394077679,0.5492839156594834,0,51.75765879551904
Maharashtra,forest trail,0.4262216633625239,0.6598026702048889,0.8434348884383883,0.2637842453113033,0,53.00543132007068
Jharkhand,city tourism,0.31001769576478666,0.9434601522523484,0.6600345240308372,0.8942966710395713,0,58.33086449041895
Gujarat,night travel,0.6881042985062271,0.2993342591636331,0.4541073751057314,0.18808356729313924,1,51.360005484852316
Gujarat,forest trail,0.6680826061016475,0.9048052800718457,0.9372032645894327,0.5626756215122516,1,81.7194480147039
Goa,trekking route,0.6880370737003362,0.34048947908194105,0.30460253622715505,0.2741977975019002,0,39.51039056875649
Himachal Pradesh,remote village visit,0.7407816953148474,0.612345167286989,0.23103223314673138,0.9702309340752985,0,53.01019521104141
Manipur,mountain hiking,0.06578034707219871,0.01885233872159897,0.6098847446668589,0.5674854852657955,0,23.366692349535363
Tamil Nadu,forest trail,0.9850926194991807,0.46222439445190777,0.01337521415569487,0.0050914468953336955,0,41.493683269118826
Sikkim,remote village visit,0.6837414728481848,0.7787459355702806,0.3223177793342127,0.7518798723316535,0,55.557635781374415
Uttar Pradesh,trekking route,0.2806349405161611,0.5717603345235552,0.41827982010649734,0.9525166402013101,1,52.69521848324925
Arunachal Pradesh,forest trail,0.36832893661997534,0.8819877095970176,0.8248992885694715,0.10918337692437496,0,54.81387682200524
Chhattisgarh,desert safari,0.12328504618010094,0.882276717945106,0.07324627675231477,0.45582400242503884,1,42.14486627708894
Andhra Pradesh,forest trail,0.19304737426950225,0.13636363524140493,0.2710542777095123,0.5847493958886412,0,21.82436301074441
Telangana,city tourism,0.09944546104079144,0.9765272143774963,0.4972795936740648,0.7922750413258445,0,47.75128444577122
Bihar,desert safari,0.7201459136528181,0.10008159319581345,0.1965670448183645,0.09962965084998132,1,40.01688986843881
Tamil Nadu,mountain hiking,0.047205644656086565,0.1658981939577454,0.6412705469741597,0.5006647446095186,0,26.60203530907541
Mizoram,remote village visit,0.7528485363699675,0.5038648128379093,0.12179669070191657,0.05438038961171654,0,38.77079757571184
Himachal Pradesh,forest trail,0.6478882550367092,0.7047017515923871,0.5393433653781583,0.11442016591768056,0,51.68197723454172
Tamil Nadu,city tourism,0.04661052065248539,0.897975669124909,0.38990933163468233,0.7945130922950808,0,41.54057156151516
Uttarakhand,city tourism,0.5701965870666379,0.5066140499553825,0.9555931193619142,0.5192166674927948,0,58.853243519859504
Telangana,remote village visit,0.11006006213134667,0.42036257551117895,0.4095287099885865,0.6214463388046115,1,40.26354738948065
Uttarakhand,forest trail,0.1329713893621598,0.536327943091062,0.23545537076621648,0.8414026914422329,1,41.697751441719085
Uttar Pradesh,temple visit,0.9403462617843861,0.3954705577822961,0.6722749909491795,0.05702769124561158,0,55.47430348427459
Uttar Pradesh,forest trail,0.01611960699459236,0.9288468839157086,0.5001266399122235,0.7766619174976134,1,53.97454548051221
Uttarakhand,trekking route,0.767401374597453,0.7701653731548271,0.8519506533737718,0.3881418877628082,0,67.45636077876664
Jharkhand,city tourism,0.18692267384574224,0.8373713938891482,0.6412186736381476,0.5254393192970825,1,57.82682509652548
Kerala,temple visit,0.32231989759853763,0.32064326322788506,0.8667932893415041,0.11672582046697044,0,40.522768946860566
Goa,desert safari,0.3001706178789837,0.9175109920305452,0.309324309419038,0.5106804562288775,0,44.78280563489786
Telangana,remote village visit,0.26856959501485633,0.3569532083664294,0.4905612011730668,0.06694337660047245,1,39.914381854937815
Madhya Pradesh,night travel,0.3336715361773356,0.24708834026674042,0.4315311097153094,0.35456860422833614,1,40.52131837715467
Arunachal Pradesh,desert safari,0.5674397230833028,0.9648277341155985,0.8990195307697286,0.28437761008540186,0,66.46314941548627
Rajasthan,forest trail,0.3718738806657864,0.05301185776468731,0.5861049282590837,0.8518068463738205,1,45.65220453430607
Chhattisgarh,city tourism,0.7450068451777281,0.4412649642670117,0.4196337350185172,0.5897911640253313,0,49.770584477723375
Bihar,night travel,0.6831948477450742,0.2093300826784824,0.7432054164213333,0.24279948591384504,0,46.737227768986074
Haryana,city tourism,0.5066724444208055,0.38959251510182225,0.048402310231931756,0.6257251972816359,1,42.40729593878437
Andhra Pradesh,temple visit,0.03590334379233884,0.09370328444625353,0.5244397875288415,0.1502751153366655,0,18.033428266514196
Andhra Pradesh,remote village visit,0.4524429333098855,0.8504623469609007,0.27059485485760837,0.9091421476367678,0,50.69113952112696
Chhattisgarh,forest trail,0.6583300919483247,0.21817878874429564,0.6447454964116747,0.1710624225145554,0,43.03363411249455
Himachal Pradesh,desert safari,0.9900419931599328,0.6807221635754132,0.9036096007891025,0.7424771691033274,1,86.73432559494415
Tamil Nadu,forest trail,0.9386527730680684,0.09143800156080195,0.5925937490572712,0.3581686242898522,1,58.8420632003924
Haryana,forest trail,0.29442602854317923,0.9030428176784909,0.8618539938101859,0.6803996502020929,0,59.75919764553323
Haryana,trekking route,0.9521635511353408,0.5556910723532504,0.02592043793859211,0.921372876628089,1,62.31892305763717
Meghalaya,mountain hiking,0.42545312705903016,0.24832734469116746,0.4166807580667281,0.7166671533690789,1,46.555467914409085
Assam,night travel,0.9992399763528669,0.8005030626239132,0.702838337637716,0.9318720576191982,1,86.87945487331872
Uttarakhand,trekking route,0.48501025353113925,0.10732213916932165,0.12504747947602757,0.8418052484772346,0,28.77760055684025
Arunachal Pradesh,remote village visit,0.9287353551755043,0.5942937169568254,0.5934313846425783,0.13887513612035873,0,58.94393955645381
Jharkhand,remote village visit,0.628356300106352,0.04379491479482234,0.0698228087010695,0.2683652662144781,0,24.374784752732634
Gujarat,city tourism,0.4191579576241219,0.5904068542256502,0.040021132863174325,0.0883802104413044,0,29.219240510357317
Haryana,city tourism,0.13358817478633334,0.4014790790494377,0.35195357012139405,0.7959876657612991,0,30.803338130473787
Haryana,mountain hiking,0.5840895089295457,0.533949817415181,0.35561097419738996,0.5632752975794013,0,45.39445803399466
Karnataka,forest trail,0.6172486656847045,0.10104827732739552,0.2697398505955879,0.5856074230908422,1,43.64323739952414
Mizoram,temple visit,0.7998625446520703,0.07690487023079318,0.9149390624726169,0.08906070019239654,0,49.68258165907133
Punjab,temple visit,0.5917904155971115,0.46418089290258524,0.5679037469477674,0.08273431829233857,1,54.383171647095544
Gujarat,mountain hiking,0.2148557104134815,0.6126519890667472,0.628226942983343,0.5339090404573954,1,52.806735018230654
Karnataka,trekking route,0.16599484198971237,0.7607423476122245,0.04184929516005398,0.24098086834556298,1,37.45444501245396
Mizoram,trekking route,0.04097300741851273,0.5401313728769146,0.251631037691496,0.8223654009527683,0,29.246904496293325
Telangana,forest trail,0.29517937465050936,0.6737129338187522,0.8917203677236362,0.731609387816092,1,65.3073076562359
Maharashtra,night travel,0.08804396424121264,0.7144201545341344,0.1799886104637629,0.2043801726659229,1,37.045339778843044
Sikkim,forest trail,0.25603605957914644,0.21159173121067298,0.896231442049901,0.4892637076240097,1,50.26929819512884
Uttarakhand,mountain hiking,0.7129101306182021,0.6651185671716644,0.6855175036614907,0.2851058174924602,0,58.004263864299546
Karnataka,remote village visit,0.7641080145658593,0.6504222261330259,0.6468123853167754,0.9551066568981725,1,74.90517229220254
Meghalaya,night travel,0.6916423875277838,0.9037298050078871,0.03171478372507974,0.3816565446033908,0,47.95195179019159
Sikkim,city tourism,0.16866894401701016,0.9674625348344272,0.06768100994041537,0.5566702205851596,0,36.50535914573297
Chhattisgarh,forest trail,0.12027479095447824,0.10626220217036653,0.7817099819366755,0.012287146209657429,1,35.930419793406976
Bihar,forest trail,0.17320840318487574,0.11218097239679847,0.9261592138603121,0.7198589006518028,0,38.35334575849206
Haryana,remote village visit,0.6346272236621632,0.23229935396663548,0.47860865677819875,0.3153184838193561,1,49.964701816679316
